step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,device_id,ip_address,card_id
2,TRANSFER,1096187.24,C1093223281,1096187.24,0.0,C2063275841,0.0,0.0,1,0,DEV_FRAUD_RING_1468,10.0.99.1469,CARD_FRAUD_RING_1468
2,CASH_OUT,963532.14,C430329518,963532.14,0.0,C991505714,132382.57,1095914.71,1,0,DEV_FRAUD_RING_561,10.0.99.562,CARD_FRAUD_RING_561
2,CASH_OUT,18627.02,C175961135,18627.02,0.0,C1711105800,147251.58,165878.6,1,0,DEV_FRAUD_RING_2701,10.0.99.2702,CARD_FRAUD_RING_2701
2,TRANSFER,963532.14,C1440057381,963532.14,0.0,C268086000,0.0,0.0,1,0,DEV_FRAUD_RING_1380,10.0.99.1381,CARD_FRAUD_RING_1380
2,TRANSFER,14949.84,C140702728,14949.84,0.0,C634210724,0.0,0.0,1,0,DEV_FRAUD_RING_3197,10.0.99.3198,CARD_FRAUD_RING_3197
2,TRANSFER,18627.02,C1375503918,18627.02,0.0,C234430897,0.0,0.0,1,0,DEV_FRAUD_RING_2128,10.0.99.2129,CARD_FRAUD_RING_2128
2,CASH_OUT,14949.84,C395257482,14949.84,0.0,C1032986144,18161.79,33111.63,1,0,DEV_FRAUD_RING_1309,10.0.99.1310,CARD_FRAUD_RING_1309
3,CASH_OUT,10539.37,C1984954272,10539.37,0.0,C124540047,0.0,10539.37,1,0,DEV_FRAUD_RING_1070,10.0.99.1071,CARD_FRAUD_RING_1070
3,TRANSFER,10539.37,C1134864869,10539.37,0.0,C118648358,0.0,0.0,1,0,DEV_FRAUD_RING_359,10.0.99.360,CARD_FRAUD_RING_359
3,CASH_OUT,22877.0,C2126545173,22877.0,0.0,C573200870,0.0,22877.0,1,0,DEV_FRAUD_RING_709,10.0.99.710,CARD_FRAUD_RING_709
3,TRANSFER,22877.0,C1247938090,22877.0,0.0,C1002031672,0.0,0.0,1,0,DEV_FRAUD_RING_808,10.0.99.809,CARD_FRAUD_RING_808
3,PAYMENT,7531.23,C2102232441,0.0,0.0,M362030306,0.0,0.0,0,0,DEV_010356,192.168.6.180,CARD_007351
4,CASH_OUT,169941.73,C2026325575,169941.73,0.0,C1394526584,0.0,169941.73,1,0,DEV_FRAUD_RING_1645,10.0.99.1646,CARD_FRAUD_RING_1645
4,TRANSFER,86070.17,C1844941220,86070.17,0.0,C1191544932,0.0,0.0,1,0,DEV_FRAUD_RING_2395,10.0.99.2396,CARD_FRAUD_RING_2395
4,TRANSFER,2930418.44,C2047521920,2930418.44,0.0,C449261773,0.0,0.0,1,0,DEV_FRAUD_RING_3004,10.0.99.3005,CARD_FRAUD_RING_3004
4,CASH_OUT,10000000.0,C351297720,10000000.0,0.0,C766681183,0.0,9941904.21,1,0,DEV_FRAUD_RING_1299,10.0.99.1300,CARD_FRAUD_RING_1299
4,CASH_OUT,86070.17,C1699873763,86070.17,0.0,C560041895,0.0,86070.17,1,0,DEV_FRAUD_RING_2738,10.0.99.2739,CARD_FRAUD_RING_2738
4,CASH_OUT,13707.11,C556223230,13707.11,0.0,C2094777811,0.0,13707.11,1,0,DEV_FRAUD_RING_2050,10.0.99.2051,CARD_FRAUD_RING_2050
4,CASH_OUT,2930418.44,C2044690596,2930418.44,0.0,C932583850,3616012.1,6963508.84,1,0,DEV_FRAUD_RING_3147,10.0.99.3148,CARD_FRAUD_RING_3147
4,TRANSFER,13707.11,C17222024,13707.11,0.0,C410033330,0.0,0.0,1,0,DEV_FRAUD_RING_3174,10.0.99.3175,CARD_FRAUD_RING_3174
4,TRANSFER,10000000.0,C7162498,12930418.44,2930418.44,C945327594,0.0,0.0,1,0,DEV_FRAUD_RING_2915,10.0.99.2916,CARD_FRAUD_RING_2915
4,TRANSFER,169941.73,C540962910,169941.73,0.0,C2127862399,0.0,0.0,1,0,DEV_FRAUD_RING_2682,10.0.99.2683,CARD_FRAUD_RING_2682
5,TRANSFER,120074.73,C1409933277,120074.73,0.0,C162114152,0.0,0.0,1,0,DEV_FRAUD_RING_3106,10.0.99.3107,CARD_FRAUD_RING_3106
5,CASH_OUT,10119.47,C213063852,10119.47,0.0,C922511709,0.0,10119.47,1,0,DEV_FRAUD_RING_2097,10.0.99.2098,CARD_FRAUD_RING_2097
5,TRANSFER,60726.57,C383882703,60726.57,0.0,C1807010830,0.0,0.0,1,0,DEV_FRAUD_RING_754,10.0.99.755,CARD_FRAUD_RING_754
5,CASH_OUT,120074.73,C1174000532,120074.73,0.0,C410033330,0.0,120074.73,1,0,DEV_FRAUD_RING_1520,10.0.99.1521,CARD_FRAUD_RING_1520
5,CASH_OUT,60726.57,C840095827,60726.57,0.0,C803116137,13010502.78,13071229.35,1,0,DEV_FRAUD_RING_1193,10.0.99.1194,CARD_FRAUD_RING_1193
5,TRANSFER,10119.47,C1775746074,10119.47,0.0,C746009679,0.0,0.0,1,0,DEV_FRAUD_RING_1305,10.0.99.1306,CARD_FRAUD_RING_1305
6,TRANSFER,25975.86,C864622150,25975.86,0.0,C41792607,0.0,0.0,1,0,DEV_FRAUD_RING_1020,10.0.99.1021,CARD_FRAUD_RING_1020
6,CASH_OUT,10565.0,C1191732945,10565.0,0.0,C418964192,36275.0,24380.72,1,0,DEV_FRAUD_RING_3161,10.0.99.3162,CARD_FRAUD_RING_3161
6,CASH_OUT,85354.69,C158801009,85354.69,0.0,C382431057,11170.0,10612.55,1,0,DEV_FRAUD_RING_2350,10.0.99.2351,CARD_FRAUD_RING_2350
6,TRANSFER,13704.0,C1735554279,13704.0,0.0,C12793273,0.0,1658746.09,1,0,DEV_FRAUD_RING_3247,10.0.99.3248,CARD_FRAUD_RING_3247
6,CASH_OUT,10224.0,C1284098442,10224.0,0.0,C801412408,0.0,10224.0,1,0,DEV_FRAUD_RING_2489,10.0.99.2490,CARD_FRAUD_RING_2489
6,PAYMENT,8208.25,C506972944,19808.0,11599.75,M23436669,0.0,0.0,0,0,DEV_008172,192.168.29.160,CARD_018658
6,TRANSFER,10224.0,C365589282,10224.0,0.0,C908043384,0.0,0.0,1,0,DEV_FRAUD_RING_1544,10.0.99.1545,CARD_FRAUD_RING_1544
6,CASH_OUT,33332.86,C685428529,33332.86,0.0,C1626759869,31002.0,0.0,1,0,DEV_FRAUD_RING_1796,10.0.99.1797,CARD_FRAUD_RING_1796
6,CASH_OUT,25975.86,C1004271827,25975.86,0.0,C451934410,98152.0,28041.27,1,0,DEV_FRAUD_RING_3237,10.0.99.3238,CARD_FRAUD_RING_3237
6,TRANSFER,26768.5,C457596841,26768.5,0.0,C1956477953,0.0,0.0,1,0,DEV_FRAUD_RING_2372,10.0.99.2373,CARD_FRAUD_RING_2372
6,CASH_OUT,26768.5,C682812632,26768.5,0.0,C256417920,101976.0,128744.5,1,0,DEV_FRAUD_RING_024,10.0.99.25,CARD_FRAUD_RING_024
6,TRANSFER,30521.02,C903383636,30521.02,0.0,C904300960,0.0,0.0,1,0,DEV_FRAUD_RING_2734,10.0.99.2735,CARD_FRAUD_RING_2734
6,TRANSFER,10565.0,C777407608,10565.0,0.0,C1790657739,0.0,0.0,1,0,DEV_FRAUD_RING_1522,10.0.99.1523,CARD_FRAUD_RING_1522
6,TRANSFER,85354.69,C558400671,85354.69,0.0,C527482085,0.0,0.0,1,0,DEV_FRAUD_RING_1990,10.0.99.1991,CARD_FRAUD_RING_1990
6,CASH_OUT,17246.0,C1484518113,17246.0,0.0,C978609035,0.0,17246.0,1,0,DEV_FRAUD_RING_1989,10.0.99.1990,CARD_FRAUD_RING_1989
6,TRANSFER,17246.0,C1034673425,17246.0,0.0,C1379589736,0.0,101717.84,1,0,DEV_FRAUD_RING_2580,10.0.99.2581,CARD_FRAUD_RING_2580
6,CASH_OUT,13704.0,C1421965867,13704.0,0.0,C1438594533,3382.84,143675.35,1,0,DEV_FRAUD_RING_2513,10.0.99.2514,CARD_FRAUD_RING_2513
6,TRANSFER,33332.86,C2025652936,33332.86,0.0,C1662235713,0.0,0.0,1,0,DEV_FRAUD_RING_1362,10.0.99.1363,CARD_FRAUD_RING_1362
6,CASH_OUT,17320.91,C436661284,17320.91,0.0,C522173599,6244.44,0.0,1,0,DEV_FRAUD_RING_3186,10.0.99.3187,CARD_FRAUD_RING_3186
6,CASH_OUT,216422.0,C1547714604,216422.0,0.0,C7881234,10097.0,48630.5,1,0,DEV_FRAUD_RING_2102,10.0.99.2103,CARD_FRAUD_RING_2102
6,CASH_OUT,30521.02,C1813769162,30521.02,0.0,C1249547869,0.0,30521.02,1,0,DEV_FRAUD_RING_1762,10.0.99.1763,CARD_FRAUD_RING_1762
6,TRANSFER,216422.0,C666642000,216422.0,0.0,C1315078366,0.0,0.0,1,0,DEV_FRAUD_RING_2065,10.0.99.2066,CARD_FRAUD_RING_2065
6,TRANSFER,17320.91,C788790720,17320.91,0.0,C1589547066,0.0,0.0,1,0,DEV_FRAUD_RING_3245,10.0.99.3246,CARD_FRAUD_RING_3245
6,PAYMENT,30051.02,C606882452,30316.0,264.98,M1307655038,0.0,0.0,0,0,DEV_001950,192.168.22.230,CARD_019080
7,CASH_OUT,21729.0,C693427358,21729.0,0.0,C1101441872,27335.0,0.0,1,0,DEV_FRAUD_RING_1188,10.0.99.1189,CARD_FRAUD_RING_1188
7,TRANSFER,153720.69,C1970855888,257055.0,103334.31,C1113848808,1116.0,166522.15,0,0,DEV_009938,192.168.49.155,CARD_017963
7,CASH_IN,283056.95,C1558686575,4624256.61,4907313.55,C405881980,675184.96,392128.01,0,0,DEV_003292,192.168.6.108,CARD_013402
7,PAYMENT,711.01,C1960515948,1077.0,365.99,M270284851,0.0,0.0,0,0,DEV_011537,192.168.3.202,CARD_008189
7,CASH_OUT,441445.58,C398085606,441445.58,0.0,C2072030256,98993.5,0.0,1,0,DEV_FRAUD_RING_2955,10.0.99.2956,CARD_FRAUD_RING_2955
7,TRANSFER,441445.58,C1023505879,441445.58,0.0,C847761155,0.0,0.0,1,0,DEV_FRAUD_RING_2318,10.0.99.2319,CARD_FRAUD_RING_2318
7,CASH_OUT,21571.0,C452475723,21571.0,0.0,C2089016471,30797.41,71140.3,1,0,DEV_FRAUD_RING_196,10.0.99.197,CARD_FRAUD_RING_196
7,PAYMENT,11479.37,C1724463069,207.0,0.0,M334467079,0.0,0.0,0,0,DEV_003342,192.168.48.155,CARD_017733
7,PAYMENT,703.78,C1140850370,21396.0,20692.22,M2001356172,0.0,0.0,0,0,DEV_002953,192.168.12.234,CARD_004264
7,CASH_OUT,164.0,C1173659886,164.0,0.0,C1769947269,4068.0,0.0,1,0,DEV_FRAUD_RING_2784,10.0.99.2785,CARD_FRAUD_RING_2784
7,CASH_OUT,5460002.91,C1588880909,5460002.91,0.0,C1570256460,0.0,9281535.44,1,0,DEV_FRAUD_RING_1447,10.0.99.1448,CARD_FRAUD_RING_1447
7,CASH_OUT,304741.92,C1484984364,0.0,0.0,C906718881,384648.53,137466.79,0,0,DEV_005368,192.168.31.58,CARD_012665
7,TRANSFER,262434.54,C2101686389,262434.54,0.0,C612008977,0.0,0.0,1,0,DEV_FRAUD_RING_327,10.0.99.328,CARD_FRAUD_RING_327
7,PAYMENT,763.93,C789626118,5675.0,4911.07,M1961490892,0.0,0.0,0,0,DEV_000981,192.168.9.47,CARD_009169
7,TRANSFER,164.0,C1455969984,164.0,0.0,C2119910556,0.0,0.0,1,0,DEV_FRAUD_RING_1435,10.0.99.1436,CARD_FRAUD_RING_1435
7,CASH_OUT,262434.54,C383717053,262434.54,0.0,C380242442,19525.79,438233.86,1,0,DEV_FRAUD_RING_449,10.0.99.450,CARD_FRAUD_RING_449
7,TRANSFER,21571.0,C786114805,21571.0,0.0,C1666314150,0.0,0.0,1,0,DEV_FRAUD_RING_277,10.0.99.278,CARD_FRAUD_RING_277
7,PAYMENT,1116.26,C447970452,39173.0,38056.74,M1795371613,0.0,0.0,0,0,DEV_012873,192.168.53.247,CARD_011272
7,TRANSFER,5460002.91,C666654362,5460002.91,0.0,C1726301214,0.0,0.0,1,0,DEV_FRAUD_RING_2139,10.0.99.2140,CARD_FRAUD_RING_2139
7,TRANSFER,21729.0,C1686905633,21729.0,0.0,C824421402,0.0,0.0,1,0,DEV_FRAUD_RING_1408,10.0.99.1409,CARD_FRAUD_RING_1408
8,PAYMENT,5079.04,C1486555359,32533.0,27453.96,M62317715,0.0,0.0,0,0,DEV_005496,192.168.57.44,CARD_001541
8,PAYMENT,15286.83,C1423447165,39995.0,24708.17,M443668686,0.0,0.0,0,0,DEV_004314,192.168.34.238,CARD_012029
8,PAYMENT,5848.04,C567217985,176.0,0.0,M259075709,0.0,0.0,0,0,DEV_004273,192.168.2.8,CARD_003778
8,CASH_IN,247493.46,C807576590,1582083.41,1829576.87,C278407008,383899.32,136405.86,0,0,DEV_004179,192.168.49.225,CARD_003371
8,TRANSFER,222.0,C1961506277,222.0,0.0,C378841819,0.0,267095.19,1,0,DEV_FRAUD_RING_770,10.0.99.771,CARD_FRAUD_RING_770
8,TRANSFER,1078013.76,C1026280121,0.0,0.0,C277510102,0.0,970749.68,1,0,DEV_FRAUD_RING_1490,10.0.99.1491,CARD_FRAUD_RING_1490
8,CASH_OUT,261025.15,C1547338261,10087.0,0.0,C1807010830,0.0,335862.15,0,0,DEV_003669,192.168.30.4,CARD_008818
8,TRANSFER,89631.24,C74534388,89631.24,0.0,C1748042844,0.0,0.0,1,0,DEV_FRAUD_RING_1631,10.0.99.1632,CARD_FRAUD_RING_1631
8,CASH_OUT,89631.24,C1938531779,89631.24,0.0,C2048578791,21175.0,0.0,1,0,DEV_FRAUD_RING_2761,10.0.99.2762,CARD_FRAUD_RING_2761
8,CASH_OUT,181728.11,C2102265902,0.0,0.0,C789014007,11397.0,184477.77,1,0,DEV_FRAUD_RING_227,10.0.99.228,CARD_FRAUD_RING_227
8,PAYMENT,505.54,C1261185332,206443.07,205937.53,M519834881,0.0,0.0,0,0,DEV_005737,192.168.56.173,CARD_009282
8,CASH_IN,378994.17,C763993424,1559810.15,1938804.32,C1247600089,7228286.39,6965916.76,0,0,DEV_008760,192.168.3.206,CARD_018080
8,PAYMENT,1899.68,C1010525259,0.0,0.0,M1374506047,0.0,0.0,0,0,DEV_004522,192.168.2.24,CARD_000432
8,CASH_OUT,64161.25,C1360823659,20519.0,0.0,C476179877,4853.52,69014.77,0,0,DEV_008930,192.168.42.82,CARD_006562
8,CASH_IN,172495.51,C1794296789,20148.0,192643.51,C2131324576,20545.0,0.0,0,0,DEV_006132,192.168.32.243,CARD_012727
8,PAYMENT,15167.21,C444100928,0.0,0.0,M358002198,0.0,0.0,0,0,DEV_009005,192.168.54.45,CARD_016087
8,TRANSFER,327004.32,C1300400003,87312.0,0.0,C1443373883,0.0,327004.32,0,0,DEV_001435,192.168.34.6,CARD_019779
8,CASH_OUT,119898.51,C418505990,0.0,0.0,C1235151206,329335.15,449233.66,0,0,DEV_009544,192.168.32.17,CARD_015387
8,PAYMENT,14930.45,C1972350901,0.0,0.0,M1506433250,0.0,0.0,0,0,DEV_012713,192.168.15.38,CARD_018854
8,CASH_IN,303090.61,C627180884,0.0,303090.61,C536171536,353849.25,398490.39,0,0,DEV_006153,192.168.19.108,CARD_004060
8,TRANSFER,490250.22,C1776485669,445981.0,0.0,C176203926,863518.19,1353768.41,0,0,DEV_000308,192.168.55.166,CARD_012536
8,PAYMENT,4634.58,C25734642,12321.0,7686.42,M1125383508,0.0,0.0,0,0,DEV_004336,192.168.42.1,CARD_006907
8,PAYMENT,2523.93,C519183754,0.0,0.0,M243735502,0.0,0.0,0,0,DEV_002163,192.168.31.221,CARD_011735
8,PAYMENT,10998.87,C666741106,0.0,0.0,M1251133153,0.0,0.0,0,0,DEV_005648,192.168.47.112,CARD_007889
8,CASH_OUT,378127.59,C1811374022,0.0,0.0,C1493448513,697021.89,1075149.48,0,0,DEV_004975,192.168.16.46,CARD_000831
8,CASH_OUT,148149.36,C2028506459,0.0,0.0,C1833467691,934661.25,1329152.12,0,0,DEV_006888,192.168.48.130,CARD_014663
8,TRANSFER,1198858.19,C2016022103,0.0,0.0,C1727565779,1470094.13,7117684.54,0,0,DEV_006866,192.168.38.224,CARD_014087
8,TRANSFER,2951204.73,C152163961,146947.73,0.0,C479258111,10073.0,2831095.02,0,0,DEV_005964,192.168.52.141,CARD_011896
8,PAYMENT,6727.82,C1588582458,6068.0,0.0,M281674183,0.0,0.0,0,0,DEV_001801,192.168.22.218,CARD_001259
8,TRANSFER,29707.86,C1825456600,29707.86,0.0,C570409417,0.0,0.0,1,0,DEV_FRAUD_RING_2211,10.0.99.2212,CARD_FRAUD_RING_2211
8,CASH_OUT,1996.17,C858959216,1996.17,0.0,C864078397,2559.74,4555.92,1,0,DEV_FRAUD_RING_922,10.0.99.923,CARD_FRAUD_RING_922
8,TRANSFER,1996.17,C1198040187,1996.17,0.0,C1828047633,0.0,0.0,1,0,DEV_FRAUD_RING_2269,10.0.99.2270,CARD_FRAUD_RING_2269
8,CASH_OUT,186759.42,C2087086121,43619.66,0.0,C423580937,12682009.97,13185733.7,0,0,DEV_000479,192.168.5.218,CARD_004769
8,CASH_IN,76362.96,C974484984,4509527.68,4585890.64,C25136566,647346.53,570983.57,0,0,DEV_010395,192.168.40.118,CARD_000261
8,TRANSFER,43092.0,C1683174795,43092.0,0.0,C427998326,0.0,0.0,1,0,DEV_FRAUD_RING_1200,10.0.99.1201,CARD_FRAUD_RING_1200
8,CASH_OUT,43092.0,C1395071924,43092.0,0.0,C79685693,660641.74,1158662.9,1,0,DEV_FRAUD_RING_920,10.0.99.921,CARD_FRAUD_RING_920
8,CASH_OUT,29707.86,C515973302,29707.86,0.0,C170071280,10935.0,0.0,1,0,DEV_FRAUD_RING_616,10.0.99.617,CARD_FRAUD_RING_616
8,CASH_OUT,222.0,C1737727444,222.0,0.0,C588779235,24708.0,171647.35,1,0,DEV_FRAUD_RING_727,10.0.99.728,CARD_FRAUD_RING_727
8,PAYMENT,3310.71,C1557889523,2563786.6,2560475.89,M1057923613,0.0,0.0,0,0,DEV_008397,192.168.50.7,CARD_007647
9,PAYMENT,10838.34,C497499293,76584.79,65746.45,M1131481269,0.0,0.0,0,0,DEV_008225,192.168.34.79,CARD_018553
9,PAYMENT,1941.43,C936218911,0.0,0.0,M456305712,0.0,0.0,0,0,DEV_011754,192.168.31.30,CARD_007245
9,TRANSFER,361559.69,C1287719145,361559.69,0.0,C352239275,0.0,141302.12,1,0,DEV_FRAUD_RING_3256,10.0.99.3257,CARD_FRAUD_RING_3256
9,CASH_OUT,361559.69,C684758020,361559.69,0.0,C1769042905,504667.31,189441.24,1,0,DEV_FRAUD_RING_2389,10.0.99.2390,CARD_FRAUD_RING_2389
9,TRANSFER,1154353.99,C670587931,1154353.99,0.0,C150406565,0.0,10872.9,1,0,DEV_FRAUD_RING_1835,10.0.99.1836,CARD_FRAUD_RING_1835
9,CASH_OUT,1154353.99,C1034219836,1154353.99,0.0,C1195589213,162222.0,1965587.6,1,0,DEV_FRAUD_RING_046,10.0.99.47,CARD_FRAUD_RING_046
9,PAYMENT,22017.5,C1659506442,61627.0,39609.5,M592124498,0.0,0.0,0,0,DEV_012473,192.168.9.9,CARD_004850
9,PAYMENT,12367.27,C1472211776,498.0,0.0,M454931464,0.0,0.0,0,0,DEV_001060,192.168.23.118,CARD_006523
9,CASH_OUT,73917.38,C260485901,0.0,0.0,C1940468066,165195.36,95609.73,0,0,DEV_003611,192.168.14.91,CARD_012381
9,CASH_OUT,599351.41,C1861175055,0.0,0.0,C718985478,3653121.43,5069347.06,0,0,DEV_007064,192.168.47.195,CARD_008715
9,CASH_OUT,45307.41,C2074373329,0.0,0.0,C53509455,357548.68,697624.14,0,0,DEV_011820,192.168.7.147,CARD_009053
9,PAYMENT,10426.31,C2050696560,0.0,0.0,M153472785,0.0,0.0,0,0,DEV_006764,192.168.26.132,CARD_000982
9,CASH_OUT,228389.34,C1206662711,30442.0,0.0,C201923293,0.0,82184.24,0,0,DEV_010986,192.168.45.207,CARD_020069
9,CASH_IN,3296.34,C72470509,616823.25,620119.59,C1476820428,901244.06,687880.71,0,0,DEV_001033,192.168.53.67,CARD_005945
9,CASH_OUT,170163.04,C1770245981,0.0,0.0,C1957274125,649083.89,348111.38,0,0,DEV_000382,192.168.25.152,CARD_001299
9,TRANSFER,2051137.22,C180597287,37702.0,0.0,C1474120649,152872.38,2204009.6,0,0,DEV_001835,192.168.44.245,CARD_004848
9,CASH_IN,257896.46,C1029297298,982741.46,1240637.92,C28125426,7890448.25,8582737.89,0,0,DEV_006362,192.168.18.138,CARD_020181
9,PAYMENT,3914.77,C541315861,70920.37,67005.61,M324491252,0.0,0.0,0,0,DEV_003820,192.168.8.11,CARD_004742
9,CASH_OUT,1055.0,C1764109750,1055.0,0.0,C1522743169,75179.0,0.0,1,0,DEV_FRAUD_RING_2461,10.0.99.2462,CARD_FRAUD_RING_2461
9,TRANSFER,244068.01,C1087133093,244068.01,0.0,C1855553543,0.0,0.0,1,0,DEV_FRAUD_RING_509,10.0.99.510,CARD_FRAUD_RING_509
9,CASH_OUT,244068.01,C507466068,244068.01,0.0,C706331499,0.0,338538.16,1,0,DEV_FRAUD_RING_088,10.0.99.89,CARD_FRAUD_RING_088
9,PAYMENT,8475.3,C828200973,65497.0,57021.7,M577908410,0.0,0.0,0,0,DEV_002709,192.168.4.211,CARD_016110
9,TRANSFER,994453.2,C1121789613,1437370.87,442917.67,C254839817,194812.76,665743.67,1,0,DEV_FRAUD_RING_2810,10.0.99.2811,CARD_FRAUD_RING_2810
9,CASH_OUT,21922.0,C1499032143,21922.0,0.0,C1508330669,1929861.61,2046918.8,1,0,DEV_FRAUD_RING_200,10.0.99.201,CARD_FRAUD_RING_200
9,TRANSFER,1055.0,C666486325,1055.0,0.0,C279565067,0.0,0.0,1,0,DEV_FRAUD_RING_1749,10.0.99.1750,CARD_FRAUD_RING_1749
9,CASH_OUT,16698.03,C476813348,0.0,0.0,C1208238026,233391.0,299714.81,0,0,DEV_006066,192.168.52.125,CARD_011920
9,TRANSFER,1659554.76,C2110114874,1802046.35,142491.59,C2140245843,0.0,1522793.33,0,0,DEV_004579,192.168.16.181,CARD_017767
9,CASH_OUT,103602.08,C276129036,0.0,0.0,C819498334,573385.0,676987.08,0,0,DEV_012005,192.168.6.50,CARD_001640
9,TRANSFER,614946.8,C1136966034,0.0,0.0,C459971513,2678092.89,5498232.43,0,0,DEV_012712,192.168.1.20,CARD_006510
9,PAYMENT,4984.52,C1895555328,0.0,0.0,M100090655,0.0,0.0,0,0,DEV_000432,192.168.49.117,CARD_013792
9,CASH_OUT,360877.69,C1411113899,156432.61,0.0,C1553217607,694990.56,2271317.93,0,0,DEV_004697,192.168.24.58,CARD_004220
9,CASH_IN,226360.1,C1784436775,285919.0,512279.1,C1033905669,16927.0,3394362.8,0,0,DEV_002702,192.168.14.45,CARD_002196
9,CASH_IN,542.32,C325348042,6192556.32,6193098.64,C632646357,17363.01,267126.9,0,0,DEV_003899,192.168.35.124,CARD_012610
9,CASH_OUT,2539898.07,C728718059,2539898.07,0.0,C1013511446,968.0,1842864.22,1,0,DEV_FRAUD_RING_2524,10.0.99.2525,CARD_FRAUD_RING_2524
9,CASH_OUT,232855.46,C1773265995,17478.0,0.0,C1044472558,597150.41,830005.87,0,0,DEV_002580,192.168.27.11,CARD_005649
9,TRANSFER,2539898.07,C394488466,2539898.07,0.0,C575638324,0.0,261290.69,1,0,DEV_FRAUD_RING_2246,10.0.99.2247,CARD_FRAUD_RING_2246
9,CASH_IN,219738.47,C445528181,5575597.75,5795336.22,C155237847,725448.12,776372.07,0,0,DEV_011849,192.168.15.200,CARD_007155
9,CASH_IN,199322.96,C1912253565,147278.0,346600.96,C1129451699,639657.72,1000998.2,0,0,DEV_006488,192.168.50.150,CARD_006280
9,TRANSFER,21922.0,C102617052,21922.0,0.0,C760675871,0.0,0.0,1,0,DEV_FRAUD_RING_3224,10.0.99.3225,CARD_FRAUD_RING_3224
9,PAYMENT,27858.63,C486174586,158276.9,130418.27,M1629357046,0.0,0.0,0,0,DEV_010174,192.168.39.87,CARD_012451
9,PAYMENT,718.53,C1223579565,46262.48,45543.95,M1664709023,0.0,0.0,0,0,DEV_004065,192.168.53.92,CARD_016742
